Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 5763,https://www.congress.gov/bill/114th-congress/house-bill/5763,114th Congress (2015-2016),,Prostate Cancer Misdiagnosis Elimination Act of 2016,"Rep. Bucshon, Larry [R-IN-8]",7/13/16,,,,3,"House - Energy and Commerce, Ways and Means",8/1/16,Referred to the Subcommittee on Health.
H.R. 5762,https://www.congress.gov/bill/114th-congress/house-bill/5762,114th Congress (2015-2016),,Hazardous Materials Rail Transportation Safety Improvement Act of 2016,"Rep. Bonamici, Suzanne [D-OR-1]",7/13/16,,,,0,"House - Transportation and Infrastructure, Ways and Means, Oversight and Government Reform, Energy and Commerce",7/14/16,"Referred to the Subcommittee on Railroads, Pipelines, and Hazardous Materials."
H.R. 5761,https://www.congress.gov/bill/114th-congress/house-bill/5761,114th Congress (2015-2016),,Train the Future Act,"Rep. Bera, Ami [D-CA-7]",7/13/16,,,,1,"House - Ways and Means, Education and the Workforce",9/19/16,"Referred to the Subcommittee on Health, Employment, Labor, and Pensions."
H.R. 5760,https://www.congress.gov/bill/114th-congress/house-bill/5760,114th Congress (2015-2016),,Searchable Legislation Act of 2016,"Rep. Amash, Justin [R-MI-3]",7/13/16,,,,6,"House - Judiciary, House Administration",7/27/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 5759,https://www.congress.gov/bill/114th-congress/house-bill/5759,114th Congress (2015-2016),,Readable Legislation Act of 2016,"Rep. Amash, Justin [R-MI-3]",7/13/16,,,,6,House - Judiciary,7/27/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 5758,https://www.congress.gov/bill/114th-congress/house-bill/5758,114th Congress (2015-2016),,Advancing Conservation and Education Act of 2016,"Rep. Chaffetz, Jason [R-UT-3]",7/13/16,,,,3,House - Natural Resources,7/25/16,Referred to the Subcommittee on Federal Lands.
H.R. 5757,https://www.congress.gov/bill/114th-congress/house-bill/5757,114th Congress (2015-2016),,CASE Act of 2016,"Rep. Jeffries, Hakeem S. [D-NY-8]",7/13/16,,,,1,House - Judiciary,7/27/16,"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet."
H.R. 5756,https://www.congress.gov/bill/114th-congress/house-bill/5756,114th Congress (2015-2016),,Degrees Not Debt Act,"Rep. Pocan, Mark [D-WI-2]",7/13/16,,,,12,House - Education and the Workforce,9/19/16,Referred to the Subcommittee on Higher Education and Workforce Training.
H.R. 5755,https://www.congress.gov/bill/114th-congress/house-bill/5755,114th Congress (2015-2016),,LEADS Act of 2016,"Rep. Messer, Luke [R-IN-6]",7/13/16,,,,10,House - Education and the Workforce,9/19/16,Referred to the Subcommittee on Higher Education and Workforce Training.
H.R. 5754,https://www.congress.gov/bill/114th-congress/house-bill/5754,114th Congress (2015-2016),,S Corporation Modernization Act of 2016,"Rep. Reichert, David G. [R-WA-8]",7/13/16,,,,3,House - Ways and Means,7/13/16,Referred to the House Committee on Ways and Means.
H.R. 5753,https://www.congress.gov/bill/114th-congress/house-bill/5753,114th Congress (2015-2016),,"To authorize the Attorney General to make grants to State and local law enforcement agencies for research, training, and acquiring non-lethal force methods.","Rep. Graves, Garret [R-LA-6]",7/13/16,,,,1,House - Judiciary,7/27/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5752,https://www.congress.gov/bill/114th-congress/house-bill/5752,114th Congress (2015-2016),,Pershing County Economic Development and Conservation Act,"Rep. Amodei, Mark E. [R-NV-2]",7/13/16,,,,3,House - Natural Resources,7/25/16,Referred to the Subcommittee on Federal Lands.
H.R. 5751,https://www.congress.gov/bill/114th-congress/house-bill/5751,114th Congress (2015-2016),,Shiras Moose Protection and Recovery Act,"Rep. Chaffetz, Jason [R-UT-3]",7/13/16,,,,5,House - Natural Resources,7/25/16,Referred to the Subcommittee on Federal Lands.
H.R. 5750,https://www.congress.gov/bill/114th-congress/house-bill/5750,114th Congress (2015-2016),,Common Sense Postal Delivery Restoration Act of 2016,"Rep. Collins, Doug [R-GA-9]",7/13/16,,,,1,House - Oversight and Government Reform,7/13/16,Referred to the House Committee on Oversight and Government Reform.
H.R. 5749,https://www.congress.gov/bill/114th-congress/house-bill/5749,114th Congress (2015-2016),,Interstate Sextortion Prevention Act,"Rep. Clark, Katherine M. [D-MA-5]",7/13/16,,,,2,House - Judiciary,7/27/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5748,https://www.congress.gov/bill/114th-congress/house-bill/5748,114th Congress (2015-2016),,"To establish the Adams Memorial Commission to carry out the provisions of Public Law 107-62, and for other purposes.","Rep. Lynch, Stephen F. [D-MA-8]",7/13/16,,,,10,House - Natural Resources,7/25/16,Referred to the Subcommittee on Federal Lands.
H.R. 5747,https://www.congress.gov/bill/114th-congress/house-bill/5747,114th Congress (2015-2016),,S.O.S. Act of 2016,"Rep. Ribble, Reid J. [R-WI-8]",7/13/16,,,,6,"House - Ways and Means, Rules, Budget",7/22/16,Referred to the Subcommittee on Social Security.
H.R. 5746,https://www.congress.gov/bill/114th-congress/house-bill/5746,114th Congress (2015-2016),,Birth Control Privacy Act,"Rep. DelBene, Suzan K. [D-WA-1]",7/13/16,,,,58,House - Energy and Commerce,7/13/16,Referred to the House Committee on Energy and Commerce.
H.R. 5745,https://www.congress.gov/bill/114th-congress/house-bill/5745,114th Congress (2015-2016),,Putting Main Street FIRST: Finishing Irresponsible Reckless Speculative Trading Act,"Rep. DeFazio, Peter A. [D-OR-4]",7/13/16,,,,12,House - Ways and Means,7/14/16,Sponsor introductory remarks on measure. (CR E1124)
H.R. 5744,https://www.congress.gov/bill/114th-congress/house-bill/5744,114th Congress (2015-2016),,NextGen Flight Path Review and Notification Act of 2016,"Rep. Schweikert, David [R-AZ-6]",7/12/16,,,,1,House - Transportation and Infrastructure,7/13/16,Referred to the Subcommittee on Aviation.
H.R. 5743,https://www.congress.gov/bill/114th-congress/house-bill/5743,114th Congress (2015-2016),,Public Safety Officers' Benefits Improvement Act of 2016,"Rep. King, Peter T. [R-NY-2]",7/12/16,,,,2,House - Judiciary,7/27/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5742,https://www.congress.gov/bill/114th-congress/house-bill/5742,114th Congress (2015-2016),,Uniting Families Act of 2016,"Rep. Kind, Ron [D-WI-3]",7/12/16,,,,4,House - Judiciary,7/27/16,Referred to the Subcommittee on Immigration and Border Security.
H.R. 5741,https://www.congress.gov/bill/114th-congress/house-bill/5741,114th Congress (2015-2016),,Nonessential Government Printing Reduction Act of 2016,"Rep. Jenkins, Lynn [R-KS-2]",7/12/16,,,,3,"House - Oversight and Government Reform, House Administration",7/12/16,"Referred to the Committee on Oversight and Government Reform, and in addition to the Committee on House Administration, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5740,https://www.congress.gov/bill/114th-congress/house-bill/5740,114th Congress (2015-2016),,War Crimes Accountability Act of 2016,"Rep. Israel, Steve [D-NY-3]",7/12/16,,,,0,House - Foreign Affairs,7/12/16,Referred to the House Committee on Foreign Affairs.
H.R. 5739,https://www.congress.gov/bill/114th-congress/house-bill/5739,114th Congress (2015-2016),,Help End Assault Rifle Tragedies (HEART) Act of 2016,"Rep. Gallego, Ruben [D-AZ-7]",7/12/16,,,,6,House - Judiciary,7/22/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5738,https://www.congress.gov/bill/114th-congress/house-bill/5738,114th Congress (2015-2016),,Stronger Together School Diversity Act of 2016,"Rep. Fudge, Marcia L. [D-OH-11]",7/12/16,,,,7,House - Education and the Workforce,9/19/16,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
H.R. 5737,https://www.congress.gov/bill/114th-congress/house-bill/5737,114th Congress (2015-2016),,Protecting Foster Youth Resources to Promote Self-Sufficiency Act,"Rep. Davis, Danny K. [D-IL-7]",7/12/16,,,,3,House - Ways and Means,7/21/16,Referred to the Subcommittee on Human Resources.
H.R. 5736,https://www.congress.gov/bill/114th-congress/house-bill/5736,114th Congress (2015-2016),,Taxpayer Identity Protection and Alert Act of 2016,"Rep. Curbelo, Carlos [R-FL-26]",7/12/16,,,,1,House - Ways and Means,7/12/16,Referred to the House Committee on Ways and Means.
H.R. 5735,https://www.congress.gov/bill/114th-congress/house-bill/5735,114th Congress (2015-2016),,Protecting Girls' Access to Education in Vulnerable Settings Act,"Rep. Chabot, Steve [R-OH-1]",7/12/16,,,,8,House - Foreign Affairs,7/12/16,Referred to the House Committee on Foreign Affairs.
H.R. 5734,https://www.congress.gov/bill/114th-congress/house-bill/5734,114th Congress (2015-2016),,Veterans Transplant Coverage Act of 2016,"Rep. Carter, John R. [R-TX-31]",7/12/16,,,,69,House - Veterans' Affairs,7/14/16,Referred to the Subcommittee on Health.
H.R. 5733,https://www.congress.gov/bill/114th-congress/house-bill/5733,114th Congress (2015-2016),,Beginning Farmer and Rancher Guaranteed Loan Modernization Act of 2016,"Rep. Bost, Mike [R-IL-12]",7/12/16,,,,1,House - Agriculture,8/30/16,"Referred to the Subcommittee on Commodity Exchanges, Energy, and Credit."
H.R. 5732,https://www.congress.gov/bill/114th-congress/house-bill/5732,114th Congress (2015-2016),,Caesar Syria Civilian Protection Act of 2016,"Rep. Engel, Eliot L. [D-NY-16]",7/12/16,,,,89,"House - Foreign Affairs, Judiciary, Financial Services | Senate - Foreign Relations",11/16/16,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.
H.R. 5731,https://www.congress.gov/bill/114th-congress/house-bill/5731,114th Congress (2015-2016),,SAVE UP Act,"Rep. Crowley, Joseph [D-NY-14]",7/12/16,,,,0,House - Ways and Means,7/12/16,Referred to the House Committee on Ways and Means.
H.R. 5730,https://www.congress.gov/bill/114th-congress/house-bill/5730,114th Congress (2015-2016),,Fair Treatment of Scholarships Act of 2016,"Rep. Messer, Luke [R-IN-6]",7/12/16,,,,4,House - Ways and Means,7/12/16,Referred to the House Committee on Ways and Means.
H.R. 5729,https://www.congress.gov/bill/114th-congress/house-bill/5729,114th Congress (2015-2016),,Stop U.S. Support for State Sponsors of Terrorism Act,"Rep. Pittenger, Robert [R-NC-9]",7/12/16,,,,0,"House - Foreign Affairs, Financial Services",12/12/16,"Reported (Amended) by the Committee on Financial Services. H. Rept. 114-866, Part I."
H.R. 5728,https://www.congress.gov/bill/114th-congress/house-bill/5728,114th Congress (2015-2016),,Cuban Airport Security Act of 2016,"Rep. Katko, John [R-NY-24]",7/12/16,,,,4,"House - Homeland Security, Foreign Affairs",9/13/16,Ordered to be Reported (Amended) by Voice Vote.
H.R. 5727,https://www.congress.gov/bill/114th-congress/house-bill/5727,114th Congress (2015-2016),,Preventing Iranian Destabilization of Iraq Act of 2016,"Rep. Kinzinger, Adam [R-IL-16]",7/12/16,,,,32,"House - Foreign Affairs, Judiciary",7/12/16,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5726,https://www.congress.gov/bill/114th-congress/house-bill/5726,114th Congress (2015-2016),,Better Informing Veterans' Healthcare Decisions Act,"Rep. O'Rourke, Beto [D-TX-16]",7/11/16,,,,2,"House - Veterans' Affairs, Armed Services",8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5725,https://www.congress.gov/bill/114th-congress/house-bill/5725,114th Congress (2015-2016),,IRS Data Verification Modernization Act of 2016,"Rep. McHenry, Patrick T. [R-NC-10]",7/11/16,,,,1,House - Ways and Means,7/11/16,Referred to the House Committee on Ways and Means.
H.R. 5724,https://www.congress.gov/bill/114th-congress/house-bill/5724,114th Congress (2015-2016),,Protecting Consumers' Access to Credit Act of 2016,"Rep. McHenry, Patrick T. [R-NC-10]",7/11/16,,,,0,House - Financial Services,7/11/16,Referred to the House Committee on Financial Services.
H.R. 5723,https://www.congress.gov/bill/114th-congress/house-bill/5723,114th Congress (2015-2016),,To amend title XVIII of the Social Security Act to provide for a temporary exception to the site neutral payment rate for certain discharges from long-term care hospitals that involve severe wounds.,"Rep. Levin, Sander M. [D-MI-9]",7/11/16,,,,0,"House - Ways and Means, Energy and Commerce",7/19/16,Referred to the Subcommittee on Health.
H.R. 5722,https://www.congress.gov/bill/114th-congress/house-bill/5722,114th Congress (2015-2016),,John F. Kennedy Centennial Commission Act,"Rep. Kennedy, Joseph P., III [D-MA-4]",7/11/16,,,,45,House - Oversight and Government Reform,7/29/16,Became Public Law No: 114-215.
H.R. 5721,https://www.congress.gov/bill/114th-congress/house-bill/5721,114th Congress (2015-2016),,Local Coverage Determination Clarification Act of 2016,"Rep. Jenkins, Lynn [R-KS-2]",7/11/16,,,,15,"House - Ways and Means, Energy and Commerce",7/19/16,Referred to the Subcommittee on Health.
H.R. 5720,https://www.congress.gov/bill/114th-congress/house-bill/5720,114th Congress (2015-2016),,Checkpoint Safety Act of 2016,"Rep. Engel, Eliot L. [D-NY-16]",7/11/16,,,,16,House - Homeland Security,7/20/16,Referred to the Subcommittee on Transportation Security.
H.R. 5719,https://www.congress.gov/bill/114th-congress/house-bill/5719,114th Congress (2015-2016),,"Empowering Employees through Stock 
Ownership Act","Rep. Paulsen, Erik [R-MN-3]",7/11/16,,,,3,House - Ways and Means,9/26/16,Received in the Senate.
H.R. 5718,https://www.congress.gov/bill/114th-congress/house-bill/5718,114th Congress (2015-2016),,Central Wasatch National Conservation and Recreation Area Act,"Rep. Chaffetz, Jason [R-UT-3]",7/11/16,,,,2,House - Natural Resources,11/15/16,Subcommittee Hearings Held.
H.R. 5717,https://www.congress.gov/bill/114th-congress/house-bill/5717,114th Congress (2015-2016),,Medicaid Data and Benefit Improvement Act of 2016,"Rep. Lance, Leonard [R-NJ-7]",7/11/16,,,,0,House - Energy and Commerce,7/11/16,Referred to the House Committee on Energy and Commerce.
H.R. 5716,https://www.congress.gov/bill/114th-congress/house-bill/5716,114th Congress (2015-2016),,"To prohibit the Secretary of the Treasury from issuing certain licenses in connection with the export or re-export of a commercial passenger aircraft to the Islamic Republic of Iran, to require the Secretary of the Treasury to issue an annual report on the status of, and risks related to, U.S. financial institutions involved with the sale or lease of such a commercial passenger aircraft, and for other purposes.","Rep. Pittenger, Robert [R-NC-9]",7/11/16,,,,0,"House - Foreign Affairs, Financial Services",7/11/16,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on Financial Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5715,https://www.congress.gov/bill/114th-congress/house-bill/5715,114th Congress (2015-2016),,No Ex-Im Assistance for Terrorism Act,"Rep. Roskam, Peter J. [R-IL-6]",7/11/16,,,,10,House - Financial Services,11/14/16,"Placed on the Union Calendar, Calendar No. 642."
H.R. 5714,https://www.congress.gov/bill/114th-congress/house-bill/5714,114th Congress (2015-2016),,Postal Service Reform Act of 2016,"Rep. Chaffetz, Jason [R-UT-3]",7/11/16,,,,4,"House - Oversight and Government Reform, Energy and Commerce, Ways and Means",12/8/16,"Placed on the Union Calendar, Calendar No. 671."
H.R. 5713,https://www.congress.gov/bill/114th-congress/house-bill/5713,114th Congress (2015-2016),,Sustaining Healthcare Integrity and Fair Treatment Act of 2016,"Rep. Tiberi, Patrick J. [R-OH-12]",7/11/16,,,,1,"House - Ways and Means, Energy and Commerce | Senate - Finance",9/22/16,Received in the Senate and Read twice and referred to the Committee on Finance.
H.R. 5712,https://www.congress.gov/bill/114th-congress/house-bill/5712,114th Congress (2015-2016),,Obamacare Regressive Tax Relief Act,"Rep. Messer, Luke [R-IN-6]",7/11/16,,,,1,House - Ways and Means,7/11/16,Referred to the House Committee on Ways and Means.
H.R. 5711,https://www.congress.gov/bill/114th-congress/house-bill/5711,114th Congress (2015-2016),,No U.S. Financing for Iran Act,"Rep. Huizenga, Bill [R-MI-2]",7/11/16,,,,1,"House - Financial Services | Senate - Banking, Housing, and Urban Affairs",11/28/16,"Received in the Senate and Read twice and referred to the Committee on Banking, Housing, and Urban Affairs."
H.R. 5710,https://www.congress.gov/bill/114th-congress/house-bill/5710,114th Congress (2015-2016),,Military Amnesty Prevention Act,"Rep. Gosar, Paul A. [R-AZ-4]",7/11/16,,,,19,House - Armed Services,8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5709,https://www.congress.gov/bill/114th-congress/house-bill/5709,114th Congress (2015-2016),,Federal Records Modernization Act of 2016,"Rep. Meadows, Mark [R-NC-11]",7/11/16,,,,0,House - Oversight and Government Reform,9/19/16,"Placed on the Union Calendar, Calendar No. 591."
H.R. 5708,https://www.congress.gov/bill/114th-congress/house-bill/5708,114th Congress (2015-2016),,Nicaraguan Investment Conditionality Act (NICA) of 2016,"Rep. Ros-Lehtinen, Ileana [R-FL-27]",7/11/16,,,,20,"House - Foreign Affairs, Financial Services | Senate - Foreign Relations",9/22/16,Received in the Senate and Read twice and referred to the Committee on Foreign Relations.
H.R. 5707,https://www.congress.gov/bill/114th-congress/house-bill/5707,114th Congress (2015-2016),,Postal Service Financial Improvement Act of 2016,"Rep. Lynch, Stephen F. [D-MA-8]",7/11/16,,,,1,"House - Oversight and Government Reform, Budget",12/8/16,"Placed on the Union Calendar, Calendar No. 672."
H.R. 5706,https://www.congress.gov/bill/114th-congress/house-bill/5706,114th Congress (2015-2016),,"To amend title 18, United States Code, with respect to the state of mind required for certain offenses involving defense information, and for other purposes.","Rep. Wenstrup, Brad R. [R-OH-2]",7/8/16,,,,0,House - Judiciary,7/20/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5705,https://www.congress.gov/bill/114th-congress/house-bill/5705,114th Congress (2015-2016),,To authorize the Attorney General to deny the transfer of firearms and explosives and Federal firearms and explosives licenses and permits to known or suspected terrorists.,"Rep. Vela, Filemon [D-TX-34]",7/8/16,,,,0,House - Judiciary,7/22/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5704,https://www.congress.gov/bill/114th-congress/house-bill/5704,114th Congress (2015-2016),,More for Veterans Act,"Rep. Veasey, Marc A. [D-TX-33]",7/8/16,,,,3,House - Armed Services,8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5703,https://www.congress.gov/bill/114th-congress/house-bill/5703,114th Congress (2015-2016),,Diversity in Military Leadership Act,"Rep. Veasey, Marc A. [D-TX-33]",7/8/16,,,,0,House - Armed Services,8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5702,https://www.congress.gov/bill/114th-congress/house-bill/5702,114th Congress (2015-2016),,PREP Act of 2016,"Rep. Takano, Mark [D-CA-41]",7/8/16,,,,1,House - Education and the Workforce,9/19/16,Referred to the Subcommittee on Higher Education and Workforce Training.
H.R. 5701,https://www.congress.gov/bill/114th-congress/house-bill/5701,114th Congress (2015-2016),,Grandparent-Grandchild Medical Leave Act,"Rep. Ruiz, Raul [D-CA-36]",7/8/16,,,,0,"House - Education and the Workforce, Oversight and Government Reform, House Administration",9/19/16,Referred to the Subcommittee on Workforce Protections.
H.R. 5700,https://www.congress.gov/bill/114th-congress/house-bill/5700,114th Congress (2015-2016),,NEST Act,"Rep. Ruiz, Raul [D-CA-36]",7/8/16,,,,0,House - Education and the Workforce,9/19/16,Referred to the Subcommittee on Higher Education and Workforce Training.
H.R. 5699,https://www.congress.gov/bill/114th-congress/house-bill/5699,114th Congress (2015-2016),,Serve More Kids Act,"Rep. Moore, Gwen [D-WI-4]",7/8/16,,,,1,House - Education and the Workforce,9/19/16,"Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education."
H.R. 5698,https://www.congress.gov/bill/114th-congress/house-bill/5698,114th Congress (2015-2016),,STARTUP Vets Act of 2016,"Rep. McNerney, Jerry [D-CA-9]",7/8/16,,,,0,House - Small Business,7/8/16,Referred to the House Committee on Small Business.
H.R. 5697,https://www.congress.gov/bill/114th-congress/house-bill/5697,114th Congress (2015-2016),,Taking Responsibility Using Secured Technologies Act of 2016,"Rep. McCaul, Michael T. [R-TX-10]",7/8/16,,,,12,"House - Oversight and Government Reform, Judiciary",7/20/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5696,https://www.congress.gov/bill/114th-congress/house-bill/5696,114th Congress (2015-2016),,Coding Technology Improvements Act,"Rep. Kuster, Ann M. [D-NH-2]",7/8/16,,,,0,House - Education and the Workforce,9/19/16,Referred to the Subcommittee on Higher Education and Workforce Training.
H.R. 5695,https://www.congress.gov/bill/114th-congress/house-bill/5695,114th Congress (2015-2016),,Veterans Visa and Protection Act of 2016,"Rep. Grijalva, Raul M. [D-AZ-3]",7/8/16,,,,22,"House - Judiciary, Armed Services, Veterans' Affairs",8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5694,https://www.congress.gov/bill/114th-congress/house-bill/5694,114th Congress (2015-2016),,Senior Citizen Protection Act of 2016,"Rep. Graham, Gwen [D-FL-2]",7/8/16,,,,2,House - Judiciary,7/22/16,"Referred to the Subcommittee on Crime, Terrorism, Homeland Security, and Investigations."
H.R. 5693,https://www.congress.gov/bill/114th-congress/house-bill/5693,114th Congress (2015-2016),,Fair Employment Protection Act of 2016,"Rep. DeLauro, Rosa L. [D-CT-3]",7/8/16,,,,17,"House - Education and the Workforce, House Administration, Judiciary, Oversight and Government Reform",9/19/16,Referred to the Subcommittee on Workforce Protections.
H.R. 5692,https://www.congress.gov/bill/114th-congress/house-bill/5692,114th Congress (2015-2016),,Equal Employment Opportunity Restoration Act of 2016,"Rep. DeLauro, Rosa L. [D-CT-3]",7/8/16,,,,11,House - Judiciary,7/20/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 5691,https://www.congress.gov/bill/114th-congress/house-bill/5691,114th Congress (2015-2016),,To direct the Joint Committee on the Library to obtain a statue of Elie Wiesel for placement in the United States Capitol.,"Rep. Cohen, Steve [D-TN-9]",7/8/16,,,,37,House - House Administration,7/8/16,Referred to the House Committee on House Administration.
H.R. 5690,https://www.congress.gov/bill/114th-congress/house-bill/5690,114th Congress (2015-2016),,GAO Access and Oversight Act of 2016,"Rep. Carter, Earl L. ""Buddy"" [R-GA-1]",7/8/16,,,,1,House - Oversight and Government Reform,9/22/16,Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 640.
H.R. 5689,https://www.congress.gov/bill/114th-congress/house-bill/5689,114th Congress (2015-2016),,Disability Integration Act of 2016,"Rep. Gibson, Christopher P. [R-NY-19]",7/8/16,,,,32,"House - Energy and Commerce, Judiciary",7/22/16,Referred to the Subcommittee on the Constitution and Civil Justice.
H.R. 5688,https://www.congress.gov/bill/114th-congress/house-bill/5688,114th Congress (2015-2016),,To amend title XVIII of the Social Security Act to provide for a temporary exception to the application of the Medicare long-term care hospital site neutral provisions for certain spinal cord specialty hospitals.,"Rep. Price, Tom [R-GA-6]",7/8/16,,,,3,House - Ways and Means,7/19/16,Referred to the Subcommittee on Health.
H.R. 5687,https://www.congress.gov/bill/114th-congress/house-bill/5687,114th Congress (2015-2016),,GAO Mandates Revision Act of 2016,"Rep. Hice, Jody B. [R-GA-10]",7/8/16,,,,0,"House - Oversight and Government Reform, Transportation and Infrastructure, Financial Services, Energy and Commerce, Ways and Means, Homeland Security",12/16/16,Became Public Law No: 114-301.
H.R. 5686,https://www.congress.gov/bill/114th-congress/house-bill/5686,114th Congress (2015-2016),,Pink Tax Repeal Act,"Rep. Speier, Jackie [D-CA-14]",7/8/16,,,,31,House - Energy and Commerce,7/8/16,Referred to the House Committee on Energy and Commerce.
H.R. 5685,https://www.congress.gov/bill/114th-congress/house-bill/5685,114th Congress (2015-2016),,Farm Regulatory Certainty Act,"Rep. Newhouse, Dan [R-WA-4]",7/8/16,,,,25,House - Energy and Commerce,7/8/16,Referred to the House Committee on Energy and Commerce.
H.R. 5684,https://www.congress.gov/bill/114th-congress/house-bill/5684,114th Congress (2015-2016),,Second Division Memorial Modification Act,"Rep. Young, Don [R-AK-At Large]",7/8/16,,,,2,House - Natural Resources,7/18/16,Referred to the Subcommittee on Federal Lands.
H.R. 5683,https://www.congress.gov/bill/114th-congress/house-bill/5683,114th Congress (2015-2016),,Lift the Relocation Burden from Military Spouses Act,"Rep. Stefanik, Elise M. [R-NY-21]",7/7/16,,,,29,House - Armed Services,8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5682,https://www.congress.gov/bill/114th-congress/house-bill/5682,114th Congress (2015-2016),,Patsy T. Mink Gender Equity in Education Act of 2016,"Rep. Slaughter, Louise McIntosh [D-NY-25]",7/7/16,,,,14,House - Education and the Workforce,7/7/16,Referred to the House Committee on Education and the Workforce.
H.R. 5681,https://www.congress.gov/bill/114th-congress/house-bill/5681,114th Congress (2015-2016),,Alzheimer's Beneficiary and Caregiver Support Act,"Rep. Sanchez, Linda T. [D-CA-38]",7/7/16,,,,3,"House - Ways and Means, Energy and Commerce",7/15/16,Referred to the Subcommittee on Health.
H.R. 5680,https://www.congress.gov/bill/114th-congress/house-bill/5680,114th Congress (2015-2016),,Increasing Local Autonomy for Shore Protection Act of 2016,"Rep. Salmon, Matt [R-AZ-5]",7/7/16,,,,0,House - Transportation and Infrastructure,7/8/16,Referred to the Subcommittee on Water Resources and Environment.
H.R. 5679,https://www.congress.gov/bill/114th-congress/house-bill/5679,114th Congress (2015-2016),,Pre-College Engineering Education Act,"Rep. Ryan, Tim [D-OH-13]",7/7/16,,,,9,"House - Science, Space, and Technology, Education and the Workforce",9/30/16,Referred to the Subcommittee on Research and Technology.
H.R. 5678,https://www.congress.gov/bill/114th-congress/house-bill/5678,114th Congress (2015-2016),,Stop Iran From Smuggling Weapons to Terrorists Act,"Rep. Ruiz, Raul [D-CA-36]",7/7/16,,,,0,"House - Armed Services, Foreign Affairs",7/7/16,"Referred to the Committee on Armed Services, and in addition to the Committee on Foreign Affairs, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 5677,https://www.congress.gov/bill/114th-congress/house-bill/5677,114th Congress (2015-2016),,U.S.-Israel Partnership to Hold Iran Accountable Act,"Rep. Ruiz, Raul [D-CA-36]",7/7/16,,,,0,House - Foreign Affairs,7/7/16,Referred to the House Committee on Foreign Affairs.
H.R. 5676,https://www.congress.gov/bill/114th-congress/house-bill/5676,114th Congress (2015-2016),,"To designate the facility of the United States Postal Service located at 6300 N. Northwest Highway in Chicago, Illinois, as the ""Officer Joseph P. Cali Post Office Building"".","Rep. Quigley, Mike [D-IL-5]",7/7/16,,,,17,House - Oversight and Government Reform | Senate - Homeland Security and Governmental Affairs,12/16/16,Became Public Law No: 114-300.
H.R. 5675,https://www.congress.gov/bill/114th-congress/house-bill/5675,114th Congress (2015-2016),,Temporary Judgeship Conversion Act of 2016,"Rep. McSally, Martha [R-AZ-2]",7/7/16,,,,9,House - Judiciary,7/20/16,"Referred to the Subcommittee on Courts, Intellectual Property, and the Internet."
H.R. 5674,https://www.congress.gov/bill/114th-congress/house-bill/5674,114th Congress (2015-2016),,Guardians of America's Freedom Medal Act,"Rep. Lance, Leonard [R-NJ-7]",7/7/16,,,,0,House - Armed Services,8/11/16,Referred to the Subcommittee on Military Personnel.
H.R. 5673,https://www.congress.gov/bill/114th-congress/house-bill/5673,114th Congress (2015-2016),,Drinking Water Disaster Act of 2016,"Rep. Kildee, Daniel T. [D-MI-5]",7/7/16,,,,1,House - Transportation and Infrastructure,7/8/16,Referred to the Subcommittee on Water Resources and Environment.
