Legislation Number,URL,Congress,Amends Bill,Title,Sponsor,Date of Introduction,Date Offered,Date Submitted,Date Proposed,Number of Cosponsors,Committees,Latest Action Date,Latest Action
H.R. 7318,https://www.congress.gov/bill/115th-congress/house-bill/7318,115th Congress (2017-2018),,"To amend the Federal Assets Sale and Transfer Act of 2016 to ensure that the Public Buildings Reform Board has adequate time to carry out the responsibilities of the Board, and for other purposes.","Rep. Barletta, Lou [R-PA-11]",12/17/18,,,,1,House - Transportation and Infrastructure,1/14/19,Became Public Law No: 115-437.
H.R. 7317,https://www.congress.gov/bill/115th-congress/house-bill/7317,115th Congress (2017-2018),,Performance-based Building Act of 2018,"Rep. Shuster, Bill [R-PA-9]",12/17/18,,,,0,"House - Veterans' Affairs, Transportation and Infrastructure",12/18/18,"Referred to the Subcommittee on Economic Development, Public Buildings and Emergency Management."
H.R. 7316,https://www.congress.gov/bill/115th-congress/house-bill/7316,115th Congress (2017-2018),,"To make technical corrections to provisions of law enacted by the Frank LoBiondo Coast Guard Authorization Act of 2018, and for other purposes.","Rep. Shuster, Bill [R-PA-9]",12/17/18,,,,0,House - Transportation and Infrastructure,12/18/18,Referred to the Subcommittee on Coast Guard and Maritime Transportation.
H.R. 7315,https://www.congress.gov/bill/115th-congress/house-bill/7315,115th Congress (2017-2018),,Protecting American Communities from Wildfire Act,"Rep. Westerman, Bruce [R-AR-4]",12/13/18,,,,4,"House - Natural Resources, Agriculture",12/13/18,"Referred to the Committee on Natural Resources, and in addition to the Committee on Agriculture, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7314,https://www.congress.gov/bill/115th-congress/house-bill/7314,115th Congress (2017-2018),,Guatemala Rule of Law Accountability Act,"Rep. Torres, Norma J. [D-CA-35]",12/13/18,,,,0,"House - Foreign Affairs, Judiciary",12/13/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7313,https://www.congress.gov/bill/115th-congress/house-bill/7313,115th Congress (2017-2018),,Advancing Grid Storage Act of 2018,"Rep. Takano, Mark [D-CA-41]",12/13/18,,,,1,"House - Energy and Commerce, Science, Space, and Technology",12/13/18,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7312,https://www.congress.gov/bill/115th-congress/house-bill/7312,115th Congress (2017-2018),,Battery Storage Innovation Act,"Rep. Takano, Mark [D-CA-41]",12/13/18,,,,1,"House - Energy and Commerce, Science, Space, and Technology",12/13/18,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7311,https://www.congress.gov/bill/115th-congress/house-bill/7311,115th Congress (2017-2018),,S.T.O.R.A.G.E. Act,"Rep. Takano, Mark [D-CA-41]",12/13/18,,,,1,"House - Energy and Commerce, Science, Space, and Technology",12/13/18,"Referred to the Committee on Energy and Commerce, and in addition to the Committee on Science, Space, and Technology, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7310,https://www.congress.gov/bill/115th-congress/house-bill/7310,115th Congress (2017-2018),,"To amend the Omnibus Crime Control and Safe Streets Act of 1968 to authorize the Attorney General to make grants to States and units of local government to deploy and implement gunfire detection and location technology, and for other purposes.","Rep. Sensenbrenner, F. James, Jr. [R-WI-5]",12/13/18,,,,1,House - Judiciary,12/13/18,Referred to the House Committee on the Judiciary.
H.R. 7309,https://www.congress.gov/bill/115th-congress/house-bill/7309,115th Congress (2017-2018),,"To authorize the Every Word We Utter Monument to establish a commemorative work in the District of Columbia and its environs, and for other purposes.","Rep. Polis, Jared [D-CO-2]",12/13/18,,,,3,House - Natural Resources,12/13/18,Referred to the House Committee on Natural Resources.
H.R. 7308,https://www.congress.gov/bill/115th-congress/house-bill/7308,115th Congress (2017-2018),,Increased Transparency in 501(c)(4) Organizations Act of 2018,"Rep. Norton, Eleanor Holmes [D-DC-At Large]",12/13/18,,,,0,House - Ways and Means,12/13/18,Referred to the House Committee on Ways and Means.
H.R. 7307,https://www.congress.gov/bill/115th-congress/house-bill/7307,115th Congress (2017-2018),,Ronald V. Dellums Memorial Fellowship for Women of Color in STEAM and National Security Act,"Rep. Lee, Barbara [D-CA-13]",12/13/18,,,,4,"House - Education and the Workforce, Armed Services",12/13/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Armed Services, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7306,https://www.congress.gov/bill/115th-congress/house-bill/7306,115th Congress (2017-2018),,Democracy Dollars Act,"Rep. Khanna, Ro [D-CA-17]",12/13/18,,,,0,"House - House Administration, Ways and Means",12/13/18,"Referred to the Committee on House Administration, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7305,https://www.congress.gov/bill/115th-congress/house-bill/7305,115th Congress (2017-2018),,Choices for Increased Mobility Act of 2018,"Rep. Johnson, Sam [R-TX-3]",12/13/18,,,,1,"House - Energy and Commerce, Ways and Means",1/2/19,Referred to the Subcommittee on Health.
H.R. 7304,https://www.congress.gov/bill/115th-congress/house-bill/7304,115th Congress (2017-2018),,"To authorize the Secretary of the Treasury to issue Border Wall Bonds, and for other purposes.","Rep. Harris, Andy [R-MD-1]",12/13/18,,,,4,House - Ways and Means,12/13/18,Referred to the House Committee on Ways and Means.
H.R. 7303,https://www.congress.gov/bill/115th-congress/house-bill/7303,115th Congress (2017-2018),,Protecting Financial Aid for Students and Taxpayers Act,"Rep. Grijalva, Raul M. [D-AZ-3]",12/13/18,,,,0,House - Education and the Workforce,12/13/18,Referred to the House Committee on Education and the Workforce.
H.R. 7302,https://www.congress.gov/bill/115th-congress/house-bill/7302,115th Congress (2017-2018),,PRIDE Act,"Rep. Grijalva, Raul M. [D-AZ-3]",12/13/18,,,,0,House - Education and the Workforce,12/13/18,Referred to the House Committee on Education and the Workforce.
H.R. 7301,https://www.congress.gov/bill/115th-congress/house-bill/7301,115th Congress (2017-2018),,Physician Education for Fistula Treatment Act,"Rep. DeLauro, Rosa L. [D-CT-3]",12/13/18,,,,6,House - Foreign Affairs,12/13/18,Referred to the House Committee on Foreign Affairs.
H.R. 7300,https://www.congress.gov/bill/115th-congress/house-bill/7300,115th Congress (2017-2018),,Taxpayer Penalty Protection Act of 2018,"Rep. Chu, Judy [D-CA-27]",12/13/18,,,,5,House - Ways and Means,12/13/18,Referred to the House Committee on Ways and Means.
H.R. 7299,https://www.congress.gov/bill/115th-congress/house-bill/7299,115th Congress (2017-2018),,ASSURE Act of 2018,"Rep. Cartwright, Matt [D-PA-17]",12/13/18,,,,0,"House - Financial Services, Veterans' Affairs, Armed Services, Oversight and Government Reform",12/14/18,Referred to the Subcommittee on Military Personnel.
H.R. 7298,https://www.congress.gov/bill/115th-congress/house-bill/7298,115th Congress (2017-2018),,Connect America's Capital Act,"Rep. Brat, Dave [R-VA-7]",12/13/18,,,,0,House - Transportation and Infrastructure,12/14/18,Referred to the Subcommittee on Aviation.
H.R. 7297,https://www.congress.gov/bill/115th-congress/house-bill/7297,115th Congress (2017-2018),,"Earl N. Williams, Sr., First Chance Act","Rep. Davis, Danny K. [D-IL-7]",12/13/18,,,,0,House - Education and the Workforce,12/13/18,Referred to the House Committee on Education and the Workforce.
H.R. 7296,https://www.congress.gov/bill/115th-congress/house-bill/7296,115th Congress (2017-2018),,Protecting Foster Youth Resources to Promote Self-Sufficiency Act,"Rep. Davis, Danny K. [D-IL-7]",12/13/18,,,,2,House - Ways and Means,12/21/18,Referred to the Subcommittee on Human Resources.
H.R. 7295,https://www.congress.gov/bill/115th-congress/house-bill/7295,115th Congress (2017-2018),,Medical Records Access Fairness Act,"Rep. Foster, Bill [D-IL-11]",12/13/18,,,,7,House - Energy and Commerce,12/13/18,Referred to the House Committee on Energy and Commerce.
H.R. 7294,https://www.congress.gov/bill/115th-congress/house-bill/7294,115th Congress (2017-2018),,Accountable Capitalism Act,"Rep. Lujan, Ben Ray [D-NM-3]",12/13/18,,,,4,"House - Energy and Commerce, Ways and Means, Financial Services, House Administration, Education and the Workforce",12/13/18,"Referred to the Committee on Energy and Commerce, and in addition to the Committees on Ways and Means, Financial Services, House Administration, and Education and the Workforce, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7293,https://www.congress.gov/bill/115th-congress/house-bill/7293,115th Congress (2017-2018),,"To designate the facility of the United States Postal Service located at 770 Ayrault Road in Fairport, New York, as the ""Louise and Bob Slaughter Post Office"".","Rep. Morelle, Joseph D. [D-NY-25]",12/13/18,,,,30,House - Oversight and Government Reform,12/21/18,Received in the Senate.
H.R. 7292,https://www.congress.gov/bill/115th-congress/house-bill/7292,115th Congress (2017-2018),,Megan Rondini and Leah Griffin Sexual Assault Victims Protection Act of 2018,"Rep. Poe, Ted [R-TX-2]",12/13/18,,,,3,"House - Energy and Commerce, Ways and Means, Judiciary",12/20/18,Referred to the Subcommittee on Health.
H.R. 7291,https://www.congress.gov/bill/115th-congress/house-bill/7291,115th Congress (2017-2018),,GLOBE Act of 2018,"Rep. Titus, Dina [D-NV-1]",12/13/18,,,,7,"House - Foreign Affairs, Judiciary",12/13/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committee on the Judiciary, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7290,https://www.congress.gov/bill/115th-congress/house-bill/7290,115th Congress (2017-2018),,Global Health Security Act of 2018,"Rep. Connolly, Gerald E. [D-VA-11]",12/13/18,,,,5,"House - Foreign Affairs, Armed Services, Intelligence (Permanent)",12/13/18,"Referred to the Committee on Foreign Affairs, and in addition to the Committees on Armed Services, and Intelligence (Permanent Select), for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7289,https://www.congress.gov/bill/115th-congress/house-bill/7289,115th Congress (2017-2018),,Fairness for Every Driver Act,"Rep. Smith, Jason [R-MO-8]",12/12/18,,,,0,House - Ways and Means,12/12/18,Referred to the House Committee on Ways and Means.
H.R. 7288,https://www.congress.gov/bill/115th-congress/house-bill/7288,115th Congress (2017-2018),,Veterans' Right to Breathe Act,"Rep. Ruiz, Raul [D-CA-36]",12/12/18,,,,2,House - Veterans' Affairs,12/12/18,Referred to the Subcommittee on Disability Assistance and Memorial Affairs.
H.R. 7287,https://www.congress.gov/bill/115th-congress/house-bill/7287,115th Congress (2017-2018),,Jennifer Kepner HOPE Act,"Rep. Ruiz, Raul [D-CA-36]",12/12/18,,,,3,House - Veterans' Affairs,12/12/18,Referred to the Subcommittee on Health.
H.R. 7286,https://www.congress.gov/bill/115th-congress/house-bill/7286,115th Congress (2017-2018),,21st Century American Service Act,"Rep. Moulton, Seth [D-MA-6]",12/12/18,,,,0,"House - Education and the Workforce, Ways and Means",12/12/18,"Referred to the Committee on Education and the Workforce, and in addition to the Committee on Ways and Means, for a period to be subsequently determined by the Speaker, in each case for consideration of such provisions as fall within the jurisdiction of the committee concerned."
H.R. 7285,https://www.congress.gov/bill/115th-congress/house-bill/7285,115th Congress (2017-2018),,Refugee Sanitation Facility Safety Act of 2018,"Rep. Meng, Grace [D-NY-6]",12/12/18,,,,10,House - Foreign Affairs,12/12/18,Referred to the House Committee on Foreign Affairs.
H.R. 7284,https://www.congress.gov/bill/115th-congress/house-bill/7284,115th Congress (2017-2018),,PFAS Detection Act of 2018,"Rep. Kildee, Daniel T. [D-MI-5]",12/12/18,,,,5,House - Natural Resources,12/12/18,Referred to the House Committee on Natural Resources.
